Pagina,Apparaatcategorie,Besturingssysteem,Browser,Browserversie,Unieke paginaweergaves
/templates/winkelwagen.asp,desktop,Linux,Firefox,35.0,1
/templates/winkelwagen.asp,desktop,Linux,Firefox,45.0,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,36.0.1985.125,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,37.0.2062.120,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,37.0.2062.124,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,39.0.2171.99,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,43.0.2357.124,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,44.0.2391.0,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,46.0.2490.71,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,46.0.2490.80,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,46.0.2490.86,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,47.0.2526.106,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,48.0.2564.116,1
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,50.0.2661.86,1
/templates/winkelwagen.asp,desktop,Macintosh,Firefox,3.6.26,1
/templates/winkelwagen.asp,desktop,Macintosh,Firefox,30.0,1
/templates/winkelwagen.asp,desktop,Macintosh,Firefox,31.0,1
/templates/winkelwagen.asp,desktop,Macintosh,Firefox,40.0,1
/templates/winkelwagen.asp,desktop,Macintosh,Firefox,45.0,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,7.0.5,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,7.1.2,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,7.1.3,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,7.1.6,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,8.0.4,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,8.0.7,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,9.0,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,9.0.1,1
/templates/winkelwagen.asp,desktop,Macintosh,Safari,9.0.2,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,31.0.1650.59,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,32.0.1700.41,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,35.0.1916.47,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,37.0.2062.94,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,38.0.2125.101,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,42.0.2311.152,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,43.0.2357.65,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,44.0.2403.125,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,45.0.2454.93,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,45.0.2454.99,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,46.0.2480.0,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,46.0.2490.71,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,50.0.2661.75,1
/templates/winkelwagen.asp,desktop,Windows,Chrome,50.0.2661.94,1
/templates/winkelwagen.asp,desktop,Windows,Opera,26.0.1656.24,1
/templates/winkelwagen.asp,desktop,Windows,Opera,29.0.1795.21,1
/templates/winkelwagen.asp,desktop,Windows,Opera,36.0.2130.32,1
/templates/winkelwagen.asp,desktop,Windows,Safari,5.1.7,1
/templates/winkelwagen.asp,mobile,Android,Chrome,31.0.1650.59,1
/templates/winkelwagen.asp,mobile,Android,Chrome,34.0.1847.118,1
/templates/winkelwagen.asp,mobile,Android,Chrome,36.0.1985.135,1
/templates/winkelwagen.asp,mobile,Android,Chrome,37.0.2062.117,1
/templates/winkelwagen.asp,mobile,Android,Chrome,38.0.2125.102,1
/templates/winkelwagen.asp,mobile,Android,Chrome,39.0.2171.59,1
/templates/winkelwagen.asp,mobile,Android,Chrome,39.0.2171.93,1
/templates/winkelwagen.asp,mobile,Android,Chrome,43.0.2357.78,1
/templates/winkelwagen.asp,mobile,iOS,Safari,6.0,1
/templates/winkelwagen.asp,mobile,Windows Phone,Internet Explorer,11.0,1
/templates/winkelwagen.asp,mobile,Windows Phone,Safari,537,1
/templates/winkelwagen.asp,tablet,Android,Chrome,1.5,1
/templates/winkelwagen.asp,tablet,Android,Chrome,18.0.1025.166,1
/templates/winkelwagen.asp,tablet,Android,Chrome,35.0.1916.122,1
/templates/winkelwagen.asp,tablet,Android,Chrome,38.0.2125.114,1
/templates/winkelwagen.asp,tablet,Android,Chrome,39.0.2171.59,1
/templates/winkelwagen.asp,tablet,Android,Chrome,41.0.2272.96,1
/templates/winkelwagen.asp,tablet,iOS,Chrome,34.0.1847.18,1
/templates/winkelwagen.asp,tablet,iOS,Chrome,50.0.2661.77,1
/templates/winkelwagen.asp,tablet,iOS,Safari,5.0.2,1
/templates/winkelwagen.asp,tablet,iOS,Safari,5.1,1
/templates/winkelwagen.asp,tablet,Windows,Internet Explorer,11.0,1
